Semana,Longitud cola,Cola,Arribos,Autos,Atenciones,Atendidos,Despachos,Despachados
93.0,6.0,"['T47G', 'X13A', 'A98I', 'N80M', 'Z38W', 'I42A']",7.0,"['D47T', 'C32P', 'E54C', 'U60H', 'M92E', 'J19I', 'S39A']",3.0,"['T47G', 'X13A', 'A98I']",3.0,"['N80M', 'Z38W', 'I42A']"
94.0,7.0,"['D47T', 'C32P', 'E54C', 'U60H', 'M92E', 'J19I', 'S39A']",9.0,"['D40G', 'K57X', 'S80J', 'I66E', 'W33C', 'J90D', 'J65G', 'D23P', 'G60A']",4.0,"['D47T', 'C32P', 'E54C', 'U60H']",3.0,"['M92E', 'J19I', 'S39A']"
95.0,9.0,"['D40G', 'K57X', 'S80J', 'I66E', 'W33C', 'J90D', 'J65G', 'D23P', 'G60A']",6.0,"['A18G', 'I98U', 'V52D', 'W66P', 'W47R', 'N9O']",6.0,"['D40G', 'K57X', 'S80J', 'I66E', 'W33C', 'J90D']",3.0,"['J65G', 'D23P', 'G60A']"
96.0,6.0,"['A18G', 'I98U', 'V52D', 'W66P', 'W47R', 'N9O']",7.0,"['T80C', 'P45M', 'R35V', 'E59X', 'M39Y', 'R71D', 'E55V']",6.0,"['A18G', 'I98U', 'V52D', 'W66P', 'W47R', 'N9O']",0.0,[]
97.0,7.0,"['T80C', 'P45M', 'R35V', 'E59X', 'M39Y', 'R71D', 'E55V']",8.0,"['Q53L', 'X33A', 'O21Z', 'X16N', 'F82Y', 'D88S', 'N15W', 'O82T']",3.0,"['T80C', 'P45M', 'R35V']",4.0,"['E59X', 'M39Y', 'R71D', 'E55V']"
98.0,8.0,"['Q53L', 'X33A', 'O21Z', 'X16N', 'F82Y', 'D88S', 'N15W', 'O82T']",6.0,"['V1R', 'I54H', 'C41H', 'O18C', 'Y33Y', 'N22F']",3.0,"['Q53L', 'X33A', 'O21Z']",5.0,"['X16N', 'F82Y', 'D88S', 'N15W', 'O82T']"
99.0,6.0,"['V1R', 'I54H', 'C41H', 'O18C', 'Y33Y', 'N22F']",9.0,"['X3C', 'W83S', 'S17P', 'O58Y', 'S58V', 'Y85L', 'T45Z', 'I77S', 'X85N']",3.0,"['V1R', 'I54H', 'C41H']",3.0,"['O18C', 'Y33Y', 'N22F']"
100.0,9.0,"['X3C', 'W83S', 'S17P', 'O58Y', 'S58V', 'Y85L', 'T45Z', 'I77S', 'X85N']",9.0,"['L53J', 'T52M', 'Z19S', 'U56G', 'T98A', 'D34O', 'F49M', 'C68A', 'W34O']",6.0,"['X3C', 'W83S', 'S17P', 'O58Y', 'S58V', 'Y85L']",3.0,"['T45Z', 'I77S', 'X85N']"
101.0,9.0,"['L53J', 'T52M', 'Z19S', 'U56G', 'T98A', 'D34O', 'F49M', 'C68A', 'W34O']",6.0,"['J39M', 'V49L', 'O38X', 'I53S', 'P24G', 'M53D']",6.0,"['L53J', 'T52M', 'Z19S', 'U56G', 'T98A', 'D34O']",3.0,"['F49M', 'C68A', 'W34O']"
102.0,6.0,"['J39M', 'V49L', 'O38X', 'I53S', 'P24G', 'M53D']",7.0,"['W65F', 'M70Y', 'D24A', 'Y47F', 'F5B', 'Q42J', 'E92O']",3.0,"['J39M', 'V49L', 'O38X']",3.0,"['I53S', 'P24G', 'M53D']"
103.0,7.0,"['W65F', 'M70Y', 'D24A', 'Y47F', 'F5B', 'Q42J', 'E92O']",6.0,"['N30Z', 'G59T', 'C49X', 'S14K', 'V31U', 'V66Y']",5.0,"['W65F', 'M70Y', 'D24A', 'Y47F', 'F5B']",2.0,"['Q42J', 'E92O']"
104.0,6.0,"['N30Z', 'G59T', 'C49X', 'S14K', 'V31U', 'V66Y']",7.0,"['S5D', 'H71M', 'D100K', 'H27E', 'B42A', 'X98W', 'W3S']",3.0,"['N30Z', 'G59T', 'C49X']",3.0,"['S14K', 'V31U', 'V66Y']"
105.0,7.0,"['S5D', 'H71M', 'D100K', 'H27E', 'B42A', 'X98W', 'W3S']",9.0,"['X73D', 'X19H', 'Z98J', 'K39T', 'W85M', 'O22E', 'B47U', 'I2X', 'R60G']",6.0,"['S5D', 'H71M', 'D100K', 'H27E', 'B42A', 'X98W']",1.0,['W3S']
106.0,9.0,"['X73D', 'X19H', 'Z98J', 'K39T', 'W85M', 'O22E', 'B47U', 'I2X', 'R60G']",7.0,"['D90S', 'V70Y', 'Y75V', 'I56H', 'S17O', 'S26T', 'W89Q']",6.0,"['X73D', 'X19H', 'Z98J', 'K39T', 'W85M', 'O22E']",3.0,"['B47U', 'I2X', 'R60G']"
107.0,7.0,"['D90S', 'V70Y', 'Y75V', 'I56H', 'S17O', 'S26T', 'W89Q']",9.0,"['Y53X', 'T85S', 'B13A', 'Z40U', 'G44P', 'X79K', 'B16F', 'X47Y', 'Q95B']",4.0,"['D90S', 'V70Y', 'Y75V', 'I56H']",3.0,"['S17O', 'S26T', 'W89Q']"
108.0,9.0,"['Y53X', 'T85S', 'B13A', 'Z40U', 'G44P', 'X79K', 'B16F', 'X47Y', 'Q95B']",6.0,"['J9Q', 'L94E', 'V93P', 'J15Q', 'Z54V', 'L94U']",4.0,"['Y53X', 'T85S', 'B13A', 'Z40U']",5.0,"['G44P', 'X79K', 'B16F', 'X47Y', 'Q95B']"
109.0,6.0,"['J9Q', 'L94E', 'V93P', 'J15Q', 'Z54V', 'L94U']",6.0,"['A3E', 'J57F', 'L16M', 'G24K', 'M9K', 'O51B']",4.0,"['J9Q', 'L94E', 'V93P', 'J15Q']",2.0,"['Z54V', 'L94U']"
110.0,6.0,"['A3E', 'J57F', 'L16M', 'G24K', 'M9K', 'O51B']",6.0,"['X17C', 'N98N', 'R50W', 'I36Q', 'Y45Y', 'U68X']",3.0,"['A3E', 'J57F', 'L16M']",3.0,"['G24K', 'M9K', 'O51B']"
111.0,6.0,"['X17C', 'N98N', 'R50W', 'I36Q', 'Y45Y', 'U68X']",7.0,"['N4C', 'I59G', 'J20H', 'V62V', 'W4K', 'M86R', 'D56I']",4.0,"['X17C', 'N98N', 'R50W', 'I36Q']",2.0,"['Y45Y', 'U68X']"
112.0,7.0,"['N4C', 'I59G', 'J20H', 'V62V', 'W4K', 'M86R', 'D56I']",8.0,"['N60H', 'M63H', 'Z84Z', 'J50C', 'F29I', 'X73Z', 'K59U', 'M13W']",3.0,"['N4C', 'I59G', 'J20H']",4.0,"['V62V', 'W4K', 'M86R', 'D56I']"
113.0,8.0,"['N60H', 'M63H', 'Z84Z', 'J50C', 'F29I', 'X73Z', 'K59U', 'M13W']",9.0,"['W40G', 'J73D', 'S89Q', 'L87C', 'L34Z', 'G51A', 'A14A', 'O91A', 'P38D']",3.0,"['N60H', 'M63H', 'Z84Z']",5.0,"['J50C', 'F29I', 'X73Z', 'K59U', 'M13W']"
114.0,9.0,"['W40G', 'J73D', 'S89Q', 'L87C', 'L34Z', 'G51A', 'A14A', 'O91A', 'P38D']",9.0,"['Y40G', 'H38W', 'P72A', 'K53R', 'A70B', 'K25V', 'K48M', 'R92H', 'R45H']",6.0,"['W40G', 'J73D', 'S89Q', 'L87C', 'L34Z', 'G51A']",3.0,"['A14A', 'O91A', 'P38D']"
115.0,9.0,"['Y40G', 'H38W', 'P72A', 'K53R', 'A70B', 'K25V', 'K48M', 'R92H', 'R45H']",7.0,"['A12F', 'O58J', 'G5F', 'J4V', 'M85E', 'D28W', 'B63C']",3.0,"['Y40G', 'H38W', 'P72A']",6.0,"['K53R', 'A70B', 'K25V', 'K48M', 'R92H', 'R45H']"
116.0,7.0,"['A12F', 'O58J', 'G5F', 'J4V', 'M85E', 'D28W', 'B63C']",7.0,"['D43W', 'W58Q', 'F2M', 'E18B', 'O54W', 'Q23M', 'H46X']",5.0,"['A12F', 'O58J', 'G5F', 'J4V', 'M85E']",2.0,"['D28W', 'B63C']"
117.0,7.0,"['D43W', 'W58Q', 'F2M', 'E18B', 'O54W', 'Q23M', 'H46X']",5.0,"['P41Z', 'O76D', 'R65Y', 'N34B', 'I83A']",4.0,"['D43W', 'W58Q', 'F2M', 'E18B']",3.0,"['O54W', 'Q23M', 'H46X']"
118.0,5.0,"['P41Z', 'O76D', 'R65Y', 'N34B', 'I83A']",7.0,"['P3O', 'N93O', 'E94H', 'V15J', 'N62L', 'T81Q', 'Q36E']",3.0,"['P41Z', 'O76D', 'R65Y']",2.0,"['N34B', 'I83A']"
119.0,7.0,"['P3O', 'N93O', 'E94H', 'V15J', 'N62L', 'T81Q', 'Q36E']",7.0,"['R7H', 'E68N', 'N99D', 'U51W', 'K98U', 'Q94X', 'O90H']",5.0,"['P3O', 'N93O', 'E94H', 'V15J', 'N62L']",2.0,"['T81Q', 'Q36E']"
120.0,7.0,"['R7H', 'E68N', 'N99D', 'U51W', 'K98U', 'Q94X', 'O90H']",6.0,"['N12S', 'A83Z', 'T84S', 'A53N', 'K75N', 'W68V']",4.0,"['R7H', 'E68N', 'N99D', 'U51W']",3.0,"['K98U', 'Q94X', 'O90H']"
121.0,6.0,"['N12S', 'A83Z', 'T84S', 'A53N', 'K75N', 'W68V']",6.0,"['V89F', 'U78Y', 'T27Z', 'T56K', 'S86I', 'O99C']",3.0,"['N12S', 'A83Z', 'T84S']",3.0,"['A53N', 'K75N', 'W68V']"
122.0,6.0,"['V89F', 'U78Y', 'T27Z', 'T56K', 'S86I', 'O99C']",8.0,"['I2Q', 'P88I', 'J41U', 'W38W', 'U1O', 'B86G', 'J20L', 'T13Z']",3.0,"['V89F', 'U78Y', 'T27Z']",3.0,"['T56K', 'S86I', 'O99C']"
123.0,8.0,"['I2Q', 'P88I', 'J41U', 'W38W', 'U1O', 'B86G', 'J20L', 'T13Z']",9.0,"['P4I', 'X66P', 'Z39K', 'H92O', 'I9Y', 'F60S', 'F84I', 'E53F', 'M6H']",5.0,"['I2Q', 'P88I', 'J41U', 'W38W', 'U1O']",3.0,"['B86G', 'J20L', 'T13Z']"
124.0,9.0,"['P4I', 'X66P', 'Z39K', 'H92O', 'I9Y', 'F60S', 'F84I', 'E53F', 'M6H']",7.0,"['F5Z', 'Z98I', 'L56Q', 'Z56J', 'H27T', 'A85B', 'F27H']",6.0,"['P4I', 'X66P', 'Z39K', 'H92O', 'I9Y', 'F60S']",3.0,"['F84I', 'E53F', 'M6H']"
125.0,7.0,"['F5Z', 'Z98I', 'L56Q', 'Z56J', 'H27T', 'A85B', 'F27H']",5.0,"['E23M', 'I14E', 'H32R', 'S82Q', 'C27Z']",6.0,"['F5Z', 'Z98I', 'L56Q', 'Z56J', 'H27T', 'A85B']",1.0,['F27H']
126.0,5.0,"['E23M', 'I14E', 'H32R', 'S82Q', 'C27Z']",9.0,"['N85W', 'D14Z', 'C76V', 'C91R', 'A17O', 'D1U', 'H31B', 'P42D', 'B60M']",3.0,"['E23M', 'I14E', 'H32R']",2.0,"['S82Q', 'C27Z']"
127.0,9.0,"['N85W', 'D14Z', 'C76V', 'C91R', 'A17O', 'D1U', 'H31B', 'P42D', 'B60M']",7.0,"['V4K', 'O51K', 'S51V', 'Z94Z', 'X65U', 'U20W', 'W58U']",5.0,"['N85W', 'D14Z', 'C76V', 'C91R', 'A17O']",4.0,"['D1U', 'H31B', 'P42D', 'B60M']"
128.0,7.0,"['V4K', 'O51K', 'S51V', 'Z94Z', 'X65U', 'U20W', 'W58U']",8.0,"['K61C', 'D74G', 'W56T', 'T26U', 'M35R', 'O12C', 'P48B', 'V90D']",6.0,"['V4K', 'O51K', 'S51V', 'Z94Z', 'X65U', 'U20W']",1.0,['W58U']
129.0,8.0,"['K61C', 'D74G', 'W56T', 'T26U', 'M35R', 'O12C', 'P48B', 'V90D']",6.0,"['B63H', 'K47T', 'X9Y', 'Z8L', 'B27O', 'N78Z']",5.0,"['K61C', 'D74G', 'W56T', 'T26U', 'M35R']",3.0,"['O12C', 'P48B', 'V90D']"
130.0,6.0,"['B63H', 'K47T', 'X9Y', 'Z8L', 'B27O', 'N78Z']",5.0,"['R85B', 'L3Z', 'Z18H', 'E90Z', 'V79A']",6.0,"['B63H', 'K47T', 'X9Y', 'Z8L', 'B27O', 'N78Z']",0.0,[]
131.0,5.0,"['R85B', 'L3Z', 'Z18H', 'E90Z', 'V79A']",8.0,"['H58E', 'R67P', 'W43W', 'Z16H', 'D57B', 'F95L', 'V22C', 'K50T']",3.0,"['R85B', 'L3Z', 'Z18H']",2.0,"['E90Z', 'V79A']"
132.0,8.0,"['H58E', 'R67P', 'W43W', 'Z16H', 'D57B', 'F95L', 'V22C', 'K50T']",7.0,"['I14W', 'V39O', 'H65B', 'O54G', 'V35O', 'R35C', 'V41K']",4.0,"['H58E', 'R67P', 'W43W', 'Z16H']",4.0,"['D57B', 'F95L', 'V22C', 'K50T']"
133.0,7.0,"['I14W', 'V39O', 'H65B', 'O54G', 'V35O', 'R35C', 'V41K']",7.0,"['O84A', 'D52T', 'J98J', 'F96U', 'B16V', 'R40U', 'K36D']",4.0,"['I14W', 'V39O', 'H65B', 'O54G']",3.0,"['V35O', 'R35C', 'V41K']"
134.0,7.0,"['O84A', 'D52T', 'J98J', 'F96U', 'B16V', 'R40U', 'K36D']",6.0,"['B58P', 'P78L', 'Y38Y', 'S88H', 'K5W', 'Y49N']",4.0,"['O84A', 'D52T', 'J98J', 'F96U']",3.0,"['B16V', 'R40U', 'K36D']"
135.0,6.0,"['B58P', 'P78L', 'Y38Y', 'S88H', 'K5W', 'Y49N']",7.0,"['L75T', 'S7V', 'P59J', 'X9S', 'A25M', 'D56X', 'Z8V']",4.0,"['B58P', 'P78L', 'Y38Y', 'S88H']",2.0,"['K5W', 'Y49N']"
136.0,7.0,"['L75T', 'S7V', 'P59J', 'X9S', 'A25M', 'D56X', 'Z8V']",8.0,"['M84R', 'F12J', 'R39B', 'U15Q', 'J15O', 'V95F', 'K71O', 'Y12A']",4.0,"['L75T', 'S7V', 'P59J', 'X9S']",3.0,"['A25M', 'D56X', 'Z8V']"
137.0,8.0,"['M84R', 'F12J', 'R39B', 'U15Q', 'J15O', 'V95F', 'K71O', 'Y12A']",8.0,"['J64U', 'K68Q', 'E44B', 'I84E', 'D20P', 'J53Q', 'H62N', 'I85E']",4.0,"['M84R', 'F12J', 'R39B', 'U15Q']",4.0,"['J15O', 'V95F', 'K71O', 'Y12A']"
138.0,8.0,"['J64U', 'K68Q', 'E44B', 'I84E', 'D20P', 'J53Q', 'H62N', 'I85E']",6.0,"['Y76U', 'P100H', 'B39M', 'Z15O', 'Z84Z', 'H72A']",4.0,"['J64U', 'K68Q', 'E44B', 'I84E']",4.0,"['D20P', 'J53Q', 'H62N', 'I85E']"
139.0,6.0,"['Y76U', 'P100H', 'B39M', 'Z15O', 'Z84Z', 'H72A']",9.0,"['L8D', 'Z45G', 'D80L', 'Y72D', 'Y45T', 'C74J', 'R15A', 'A60B', 'Q73G']",3.0,"['Y76U', 'P100H', 'B39M']",3.0,"['Z15O', 'Z84Z', 'H72A']"
140.0,9.0,"['L8D', 'Z45G', 'D80L', 'Y72D', 'Y45T', 'C74J', 'R15A', 'A60B', 'Q73G']",8.0,"['D98W', 'Z20W', 'S67M', 'F98L', 'I14O', 'Y13G', 'G10C', 'U99Z']",4.0,"['L8D', 'Z45G', 'D80L', 'Y72D']",5.0,"['Y45T', 'C74J', 'R15A', 'A60B', 'Q73G']"
141.0,8.0,"['D98W', 'Z20W', 'S67M', 'F98L', 'I14O', 'Y13G', 'G10C', 'U99Z']",8.0,"['A19Y', 'F46E', 'U15O', 'H52C', 'A33P', 'O9F', 'F52Y', 'E40P']",3.0,"['D98W', 'Z20W', 'S67M']",5.0,"['F98L', 'I14O', 'Y13G', 'G10C', 'U99Z']"
142.0,8.0,"['A19Y', 'F46E', 'U15O', 'H52C', 'A33P', 'O9F', 'F52Y', 'E40P']",5.0,"['A60C', 'A97D', 'U54B', 'H42O', 'U90N']",6.0,"['A19Y', 'F46E', 'U15O', 'H52C', 'A33P', 'O9F']",2.0,"['F52Y', 'E40P']"
143.0,5.0,"['A60C', 'A97D', 'U54B', 'H42O', 'U90N']",6.0,"['A6O', 'N57M', 'I76G', 'C93X', 'B87Z', 'A9S']",4.0,"['A60C', 'A97D', 'U54B', 'H42O']",1.0,['U90N']
144.0,6.0,"['A6O', 'N57M', 'I76G', 'C93X', 'B87Z', 'A9S']",7.0,"['E61B', 'R49R', 'P100Z', 'B12E', 'Y7Y', 'E59Q', 'B49J']",3.0,"['A6O', 'N57M', 'I76G']",3.0,"['C93X', 'B87Z', 'A9S']"
145.0,7.0,"['E61B', 'R49R', 'P100Z', 'B12E', 'Y7Y', 'E59Q', 'B49J']",7.0,"['O65G', 'A31C', 'L72W', 'K34U', 'J24D', 'E81S', 'P14S']",5.0,"['E61B', 'R49R', 'P100Z', 'B12E', 'Y7Y']",2.0,"['E59Q', 'B49J']"
146.0,7.0,"['O65G', 'A31C', 'L72W', 'K34U', 'J24D', 'E81S', 'P14S']",9.0,"['U90K', 'B42Y', 'I70P', 'W52G', 'X46H', 'B26G', 'J72J', 'C62X', 'R74E']",4.0,"['O65G', 'A31C', 'L72W', 'K34U']",3.0,"['J24D', 'E81S', 'P14S']"
147.0,9.0,"['U90K', 'B42Y', 'I70P', 'W52G', 'X46H', 'B26G', 'J72J', 'C62X', 'R74E']",7.0,"['J10V', 'R19Z', 'B64R', 'O92P', 'T91N', 'Z16W', 'H16Y']",3.0,"['U90K', 'B42Y', 'I70P']",6.0,"['W52G', 'X46H', 'B26G', 'J72J', 'C62X', 'R74E']"
148.0,7.0,"['J10V', 'R19Z', 'B64R', 'O92P', 'T91N', 'Z16W', 'H16Y']",7.0,"['H41D', 'Q52W', 'U3O', 'C3U', 'B37O', 'P41D', 'T46Y']",3.0,"['J10V', 'R19Z', 'B64R']",4.0,"['O92P', 'T91N', 'Z16W', 'H16Y']"
149.0,7.0,"['H41D', 'Q52W', 'U3O', 'C3U', 'B37O', 'P41D', 'T46Y']",8.0,"['T79H', 'R3T', 'T30F', 'X4U', 'X70Q', 'L36G', 'Z59V', 'H94R']",4.0,"['H41D', 'Q52W', 'U3O', 'C3U']",3.0,"['B37O', 'P41D', 'T46Y']"
150.0,8.0,"['T79H', 'R3T', 'T30F', 'X4U', 'X70Q', 'L36G', 'Z59V', 'H94R']",6.0,"['K58N', 'Z66J', 'Q91D', 'F48I', 'I38L', 'O48R']",6.0,"['T79H', 'R3T', 'T30F', 'X4U', 'X70Q', 'L36G']",2.0,"['Z59V', 'H94R']"
151.0,6.0,"['K58N', 'Z66J', 'Q91D', 'F48I', 'I38L', 'O48R']",6.0,"['O36G', 'K36N', 'P38B', 'H44V', 'J7R', 'P1C']",5.0,"['K58N', 'Z66J', 'Q91D', 'F48I', 'I38L']",1.0,['O48R']
152.0,6.0,"['O36G', 'K36N', 'P38B', 'H44V', 'J7R', 'P1C']",9.0,"['W1L', 'N67L', 'U51Z', 'J54V', 'H89C', 'V52X', 'F38J', 'Z36D', 'M20X']",4.0,"['O36G', 'K36N', 'P38B', 'H44V']",2.0,"['J7R', 'P1C']"
153.0,9.0,"['W1L', 'N67L', 'U51Z', 'J54V', 'H89C', 'V52X', 'F38J', 'Z36D', 'M20X']",5.0,"['L93Q', 'E71N', 'H68Z', 'H74Q', 'L86Q']",5.0,"['W1L', 'N67L', 'U51Z', 'J54V', 'H89C']",4.0,"['V52X', 'F38J', 'Z36D', 'M20X']"
154.0,5.0,"['L93Q', 'E71N', 'H68Z', 'H74Q', 'L86Q']",6.0,"['M79Y', 'V97S', 'G36I', 'G52O', 'A32T', 'U92I']",3.0,"['L93Q', 'E71N', 'H68Z']",2.0,"['H74Q', 'L86Q']"
155.0,6.0,"['M79Y', 'V97S', 'G36I', 'G52O', 'A32T', 'U92I']",7.0,"['C27O', 'I94T', 'B63O', 'D99W', 'K15I', 'I2Z', 'T22Z']",6.0,"['M79Y', 'V97S', 'G36I', 'G52O', 'A32T', 'U92I']",0.0,[]
156.0,7.0,"['C27O', 'I94T', 'B63O', 'D99W', 'K15I', 'I2Z', 'T22Z']",7.0,"['Z61J', 'A34W', 'C59B', 'H8A', 'G93S', 'V4R', 'A49Y']",3.0,"['C27O', 'I94T', 'B63O']",4.0,"['D99W', 'K15I', 'I2Z', 'T22Z']"
157.0,7.0,"['Z61J', 'A34W', 'C59B', 'H8A', 'G93S', 'V4R', 'A49Y']",9.0,"['F5I', 'Y76K', 'F14F', 'C17Y', 'W75F', 'T1M', 'Q78T', 'G40F', 'R21H']",3.0,"['Z61J', 'A34W', 'C59B']",4.0,"['H8A', 'G93S', 'V4R', 'A49Y']"
158.0,9.0,"['F5I', 'Y76K', 'F14F', 'C17Y', 'W75F', 'T1M', 'Q78T', 'G40F', 'R21H']",9.0,"['K71Q', 'M56C', 'A19Y', 'L20A', 'A76F', 'I92P', 'O73F', 'T97Q', 'G90C']",6.0,"['F5I', 'Y76K', 'F14F', 'C17Y', 'W75F', 'T1M']",3.0,"['Q78T', 'G40F', 'R21H']"
159.0,9.0,"['K71Q', 'M56C', 'A19Y', 'L20A', 'A76F', 'I92P', 'O73F', 'T97Q', 'G90C']",8.0,"['D74E', 'W48P', 'B51P', 'T75I', 'I32A', 'R44Y', 'G84C', 'J74S']",5.0,"['K71Q', 'M56C', 'A19Y', 'L20A', 'A76F']",4.0,"['I92P', 'O73F', 'T97Q', 'G90C']"
160.0,8.0,"['D74E', 'W48P', 'B51P', 'T75I', 'I32A', 'R44Y', 'G84C', 'J74S']",7.0,"['V35T', 'U43L', 'T87T', 'J67Y', 'I90P', 'S36A', 'V36K']",3.0,"['D74E', 'W48P', 'B51P']",5.0,"['T75I', 'I32A', 'R44Y', 'G84C', 'J74S']"
161.0,7.0,"['V35T', 'U43L', 'T87T', 'J67Y', 'I90P', 'S36A', 'V36K']",7.0,"['E33X', 'Z97F', 'O95F', 'L4I', 'C45C', 'N4K', 'D62A']",3.0,"['V35T', 'U43L', 'T87T']",4.0,"['J67Y', 'I90P', 'S36A', 'V36K']"
162.0,7.0,"['E33X', 'Z97F', 'O95F', 'L4I', 'C45C', 'N4K', 'D62A']",6.0,"['A10Z', 'S86Q', 'A97K', 'C71L', 'H63I', 'U31H']",5.0,"['E33X', 'Z97F', 'O95F', 'L4I', 'C45C']",2.0,"['N4K', 'D62A']"
163.0,6.0,"['A10Z', 'S86Q', 'A97K', 'C71L', 'H63I', 'U31H']",7.0,"['Z73D', 'S34A', 'M43R', 'Y20O', 'C74C', 'G96G', 'P16W']",4.0,"['A10Z', 'S86Q', 'A97K', 'C71L']",2.0,"['H63I', 'U31H']"
164.0,7.0,"['Z73D', 'S34A', 'M43R', 'Y20O', 'C74C', 'G96G', 'P16W']",8.0,"['I46O', 'L82E', 'T57V', 'Q58L', 'Z37R', 'V50B', 'M9S', 'N89Y']",5.0,"['Z73D', 'S34A', 'M43R', 'Y20O', 'C74C']",2.0,"['G96G', 'P16W']"
165.0,8.0,"['I46O', 'L82E', 'T57V', 'Q58L', 'Z37R', 'V50B', 'M9S', 'N89Y']",7.0,"['Z78J', 'J59Z', 'V67Q', 'F9G', 'X89O', 'G76R', 'P99Z']",3.0,"['I46O', 'L82E', 'T57V']",5.0,"['Q58L', 'Z37R', 'V50B', 'M9S', 'N89Y']"
166.0,7.0,"['Z78J', 'J59Z', 'V67Q', 'F9G', 'X89O', 'G76R', 'P99Z']",7.0,"['J50H', 'T31C', 'U46M', 'M92Y', 'L47I', 'X83V', 'A86Q']",3.0,"['Z78J', 'J59Z', 'V67Q']",4.0,"['F9G', 'X89O', 'G76R', 'P99Z']"
167.0,7.0,"['J50H', 'T31C', 'U46M', 'M92Y', 'L47I', 'X83V', 'A86Q']",6.0,"['O38W', 'X24K', 'V7B', 'U14H', 'H54G', 'O92Q']",5.0,"['J50H', 'T31C', 'U46M', 'M92Y', 'L47I']",2.0,"['X83V', 'A86Q']"
168.0,6.0,"['O38W', 'X24K', 'V7B', 'U14H', 'H54G', 'O92Q']",8.0,"['W76L', 'K23J', 'V35T', 'B61U', 'H24H', 'K65Q', 'H16X', 'D94D']",6.0,"['O38W', 'X24K', 'V7B', 'U14H', 'H54G', 'O92Q']",0.0,[]
169.0,8.0,"['W76L', 'K23J', 'V35T', 'B61U', 'H24H', 'K65Q', 'H16X', 'D94D']",8.0,"['P47N', 'Q9I', 'Y46B', 'F40A', 'E92G', 'T16J', 'K92C', 'O45M']",5.0,"['W76L', 'K23J', 'V35T', 'B61U', 'H24H']",3.0,"['K65Q', 'H16X', 'D94D']"
170.0,8.0,"['P47N', 'Q9I', 'Y46B', 'F40A', 'E92G', 'T16J', 'K92C', 'O45M']",7.0,"['D63M', 'K46U', 'R57H', 'T77Z', 'W22V', 'Y25O', 'Q76B']",3.0,"['P47N', 'Q9I', 'Y46B']",5.0,"['F40A', 'E92G', 'T16J', 'K92C', 'O45M']"
171.0,7.0,"['D63M', 'K46U', 'R57H', 'T77Z', 'W22V', 'Y25O', 'Q76B']",6.0,"['A64P', 'Z24R', 'U53K', 'Q96P', 'O67R', 'J49Z']",3.0,"['D63M', 'K46U', 'R57H']",4.0,"['T77Z', 'W22V', 'Y25O', 'Q76B']"
172.0,6.0,"['A64P', 'Z24R', 'U53K', 'Q96P', 'O67R', 'J49Z']",9.0,"['B41E', 'C61F', 'V68Q', 'O33L', 'U88Z', 'G88I', 'J28G', 'E91H', 'D11G']",3.0,"['A64P', 'Z24R', 'U53K']",3.0,"['Q96P', 'O67R', 'J49Z']"
173.0,9.0,"['B41E', 'C61F', 'V68Q', 'O33L', 'U88Z', 'G88I', 'J28G', 'E91H', 'D11G']",6.0,"['F88B', 'P20W', 'B83I', 'Z56L', 'P47V', 'M39E']",5.0,"['B41E', 'C61F', 'V68Q', 'O33L', 'U88Z']",4.0,"['G88I', 'J28G', 'E91H', 'D11G']"
174.0,6.0,"['F88B', 'P20W', 'B83I', 'Z56L', 'P47V', 'M39E']",7.0,"['T34I', 'F61M', 'N5S', 'V30R', 'F17T', 'R63E', 'H36D']",4.0,"['F88B', 'P20W', 'B83I', 'Z56L']",2.0,"['P47V', 'M39E']"
175.0,7.0,"['T34I', 'F61M', 'N5S', 'V30R', 'F17T', 'R63E', 'H36D']",8.0,"['Q44Q', 'J76T', 'B53E', 'Q77X', 'M63A', 'B51J', 'G42G', 'D65Z']",3.0,"['T34I', 'F61M', 'N5S']",4.0,"['V30R', 'F17T', 'R63E', 'H36D']"
176.0,8.0,"['Q44Q', 'J76T', 'B53E', 'Q77X', 'M63A', 'B51J', 'G42G', 'D65Z']",6.0,"['K59Z', 'O80D', 'V93P', 'Y76R', 'J39U', 'Q11L']",6.0,"['Q44Q', 'J76T', 'B53E', 'Q77X', 'M63A', 'B51J']",2.0,"['G42G', 'D65Z']"
177.0,6.0,"['K59Z', 'O80D', 'V93P', 'Y76R', 'J39U', 'Q11L']",9.0,"['E58Y', 'A2S', 'N21L', 'U37U', 'P64Q', 'A5A', 'L82H', 'A85E', 'P31G']",4.0,"['K59Z', 'O80D', 'V93P', 'Y76R']",2.0,"['J39U', 'Q11L']"
178.0,9.0,"['E58Y', 'A2S', 'N21L', 'U37U', 'P64Q', 'A5A', 'L82H', 'A85E', 'P31G']",7.0,"['E95U', 'O69O', 'Y55G', 'G59M', 'T74X', 'H48C', 'R57T']",6.0,"['E58Y', 'A2S', 'N21L', 'U37U', 'P64Q', 'A5A']",3.0,"['L82H', 'A85E', 'P31G']"
179.0,7.0,"['E95U', 'O69O', 'Y55G', 'G59M', 'T74X', 'H48C', 'R57T']",5.0,"['S71N', 'O40I', 'C12M', 'I6S', 'O38W']",4.0,"['E95U', 'O69O', 'Y55G', 'G59M']",3.0,"['T74X', 'H48C', 'R57T']"
